text,label,stereotype_type,category,Sentiment,Regard
"Sounds like my experience with the Penumbra series. I started with Penumbra: Overture and then Black Plague. Each one was worse than the previous one, but I finished them. Requiem was just a puzzle game with atmosphere.  Amnesia, however, was too much, and I never finished it.  Good luck with it!",0,other,unrelated,negative,other
"Get stuffed Facebook, I'll decide for myself who Nelson Mandela was and what I think of him.",0,other,unrelated,neutral,neutral
Popular leftist terms that do not exist: - Toxic Masculinity - Patriarchy - White Privilege No matter how long the gender studies majors at McDonald's try to push this propaganda we must push back with facts #politics,0,gender,stereotype,negative,negative
Tim felt a little bad about it but he laughed. ,0,other,unrelated,neutral,negative
"i fucking hate that heavy curls, 3 sets of 8, are so effective. arms are fuckin swole af afterwards, makes no sense",1,other,unrelated,negative,negative
"9th of June, Hyde Park, London",0,other,unrelated,neutral,neutral
I didn't know this was an actual thing. LOL     Cruel fate of #kekistan,0,other,unrelated,negative,negative
 - Installment loans for emergencies #installment_loans #pay_day_loans #cash_advance_loan #Instant_payday_loans #installment_loan #payday_advance,0,other,unrelated,neutral,neutral
"Ohhhhh I get it. Christ said ""thou shalt open thy heart, thy borders, and thine buttholes for brown people or else thou is the worst sin of all, a racist.""",0,race_ethnicity,stereotype,negative,negative
"Funny how Leftist crybabies like Acosta are always whining about ""somebody getting hurt,"" when it's miscreants from their own damned side who are the ones doing the actual hurting.  ",0,other,unrelated,negative,negative
"If Trump wants good headlines from The Singapore Summit, he should just tell Un to join MS-13...",0,other,unrelated,negative,neutral
'Police Whistle Blower ' This Goes Right To The Top'.' (30 min video)   #UK #paedophiles #coverup #establishment,0,other,unrelated,neutral,negative
"I have to say, I am impressed by Britain's willingness to patrol thots trying to enter the country.  I'd be significantly more impressed however if they managed to stop all the rape perpetrated by muslim scumbags.",0,other,unrelated,positive,other
Welcome!  This one's a particular favorite 💗,0,other,unrelated,positive,neutral
"SEA RAVEN PRESS TEAMS UP WITH “THE DUKES OF HAZZARD”! Sea Raven Press is proud to be associated with Ben “Cooter” Jones and The Dukes of Hazzard! Find our books on Cooter’s Website here:  Thanks y’all! SEA RAVEN PRESS: Conservative Books, Real History!",0,other,unrelated,positive,positive
It was worth a rough night to wake up to Sundance's description of John McCain as a pus goblin...,0,other,unrelated,negative,negative
"Nice try, you lying commie filth!   ",0,politics,stereotype,negative,negative
Great read! #MAGA ,0,other,unrelated,positive,positive
"If your actions inspire others to dream more, learn more, do more and become more, you are a leader. John Quincy Adams.    Read, Otherwise why were you taught?",0,other,unrelated,positive,positive
"@MosheShekelRod    Subject: Get a load of these figures, it's starting to get 'down and dirty' in Washington, D.C.. -    Dow down 1,175 points             >    Oil down $1.77 barrel   Gold up $6.10                 .   Silver up  .12 cents  It appears that the Jew owned FED is making it's move throug",1,other,unrelated,negative,negative
Yes he should he is working against the President ,0,other,unrelated,negative,negative
This would restore my trust in Trump.,0,other,unrelated,positive,positive
and this time it is not voluntary for the states,0,other,unrelated,neutral,neutral
"the man is funny as hell, i love it!",0,other,unrelated,positive,positive
"Hillary Clinton campaign, DNC accused of corrupt money scheme ",1,other,unrelated,negative,negative
VIDEO: Watch John Brennan Call For A Coup Against Trump On  ,0,other,unrelated,neutral,negative
check out this article proving that vaccines kill kids.   ,0,other,unrelated,negative,negative
"""Should the Jew, with the aid of his Marxist creed, triumph over the people of the world, his crown will be the funeral wreath of all mankind* - Adolph Hitler.",0,other,unrelated,negative,negative
"Drove over to clean around my father's house today. Whew. I've been cleaning like a woman on a mission. Don't really have any goals except to have everything tidy. Every time this happens I worry if I'm just super fertile and my body is trying to convince me to get pregnant. No babies for you, Mrs.U",0,other,unrelated,negative,other
Coulter gets it right.  Let Iran deal with Iran.  Give us our wall!,0,other,unrelated,neutral,negative
Get them all out of my country. ,0,other,unrelated,negative,negative
A tip for the adulterous assholes out there.Don't leave your illicit emails open on the family computer.That's all.   #passiveaggressive,0,other,unrelated,negative,negative
I'm having nightmares from this #MAGA,0,other,unrelated,negative,neutral
Selective Education by Æthelberht -   #Conservatives #Education #Labour #Politics #Propaganda #Indoctrination #Brainwashing #FarLeft #NUT #GrammarSchools #SelectiveEducation #DoE #Orwell #DoubleThink,0,other,unrelated,negative,negative
"   If not for Trump, this would be America too. Censorship is already much more overt in Europe and the British Commonwealth than in the US, which is why the media war is so intense in the States right now. Most people outside the States are so brainwashed, they can't see it. Almost boiled, like the",0,other,unrelated,negative,negative
 It will day to finally we will abolished revenue Quebec and stick everything to federal government... Be a day to dance ..,0,other,unrelated,positive,negative
Have you heard ‘Hodl’ by Soular ECryptz on #SoundCloud? #np   #blockchain #bitcoin #crypto #cryptocurrency #IDM #ElectronicMusic #music #electronic #newwave #EDM #Futuristic #Technology #newmusic #hodl #ethereum #litecoin,0,other,unrelated,neutral,neutral
He's a Zionist Jew. Probably controlled opposition.  He's not going to help us stop becoming minorities in our own countries with all that Civic Nationalism nonsense.  ,0,other,unrelated,negative,negative
and the adults think Biden is cute. Ah what a nice dirty old man. Fire the sgt of arms for not arresting the perv,1,other,unrelated,negative,other
Sides are being chosen.  Always remember that. ,0,other,unrelated,neutral,neutral
 - How To Make Losing Weight Easier,0,other,unrelated,neutral,neutral
"""The Telegraph understands that Col Skripal moved to Salisbury in 2010 in a spy swap and became close to a security consultant employed by Christopher Steele, who compiled the Trump dossier."" - MoA website",0,other,unrelated,neutral,negative
Is John Brennan monetizing his security clearance?  Is John Brennan making millions of dollars divulging secrets to the mainstream media with his attacks on @realDonaldTrump ?,0,other,unrelated,neutral,negative
"By now, fifty-five people have been murdered in the British capital since January, with a whopping 13 killed within a span of the last two weeks.  ",0,other,unrelated,negative,negative
@CountDankula sentencing put off until April 23He is currently out on bail,0,other,unrelated,neutral,neutral
Haven't posted in some time. Here is one. When the hell are we going to get religion out of politics? Religion is a political party that is trying to control you. Why would anyone want to be controlled by power hungry freaks of nature?,0,religion,neutral,negative,negative
It can seem like losing weight takes forever. It is easy to lose motivation from one day to the: ,0,other,unrelated,negative,neutral
The intent of groups is to provide paid soapboxes with censoring tools  anything else is window dressing on their lie about the intent of this site,0,other,unrelated,negative,negative
"New hot bugman take: Bernie Sanders ISN'T A LEFTIST. Jesus fucking Christ. Is this a fake news tactic, like pretending Antifa doesn't exist? Is it a result of such rapid leftward movement of the fulcrum that Sanders -- a Communist -- truly doesn't register as a leftist to people who are only able to",0,other,unrelated,negative,negative
"Hey, GAB Fam! How you?",0,other,unrelated,positive,neutral
"News of supposed ‘hate crimes’ go viral if the attacker is a White male.  News of *actual* hate crimes perpetrated by non-Whites are always slipped under the radar.  Why is this, you think? 🤔",1,other,unrelated,negative,negative
We don't need these raping and killing worthless black Niggers in America. Get the fuck out Niggers. Take a knee and go back to Africa you niggers.,1,race_ethnicity,stereotype,negative,negative
white Americans are the only Americans #Philosophy,0,race_ethnicity,neutral,neutral,neutral
"Welcomed / Unwelcomed .. is a feeling..More is not less .....  Go down to your local Welfare Office....... Go down to your local Emergency Room ...... Walk around in a Flee Market or the WalMart .....Watch the Snap Cards fly, while a foreign language fills the air.......  A ain't from Missouri......",0,other,unrelated,neutral,neutral
"No idea what you are babbling about here, but that's not a shocker.",0,other,unrelated,negative,neutral
Sad for CA. State Govt. idiots. No clue.  ,0,other,unrelated,negative,negative
That's what they call Yorkshire Putting. ~,0,other,unrelated,neutral,neutral
Found it again? Found it in the first place?  WDYM?,0,other,unrelated,neutral,neutral
"Oh wow. 1984 is really here. The British police are a bloody disgrace, A National disgrace. More concerned with twerking at LGBT and painting their nails and polishing their stilettos. They are nothing but an embarrassing joke! Sitting on Prayer Mats in a Mosque is the biggest insult to the British ",0,other,unrelated,negative,negative
"omg lol ""10,000 B.C."" is essentially #wewuzkangz the movie",0,other,unrelated,positive,neutral
@a are there any plans to add a Gab marketplace for businesses or users to find and share products?,0,other,unrelated,neutral,neutral
"@Deplorable_Satoshi if you think this single image is hideous (that it is), check images using this search :Search ""lynn yeager photo""",0,other,unrelated,negative,negative
"Of course, if you read / listen to any MSM across the country, the contents of the memo were 'cherry picked,' overblown, etc. MSM is part of the coverup. In very old and long ago days, newspapers were whistleblowers / actual investigator. Now they are the arm of communists -- owned by them, of cours",0,other,unrelated,negative,negative
"I think you're trying to put the cart before the horse. You think the love of God is fake thus you don't have Him in your heart. If you ask him to come into your heart first, He will give you the rest.  15 years of church means nothing. No one finds God in any church..God is within...and He is in yo",0,other,unrelated,negative,other
"I did electioneering in Phoenix one year. Never again.  Then again, I have family/friends in Palm Desert and Las Vegas…  Anything over 115 is indistinguishable from Hell.",0,other,unrelated,negative,negative
I did not know they can survive the winter. this is my first year planting garlic inside and outside.,0,other,unrelated,neutral,neutral
I'm really looking forward to Trump winning again in 2020. The screeching from this lot will be hysterical 🤣   #Trump2020  ,0,politics,unrelated,positive,negative
"So, Jews are THAT smart? Too smart to wear that cheap suit Patrick is always shown wearing. Does he shop David Duke's yardsales?",0,other,unrelated,negative,negative
"Rush is right, 98% of the time over the last 28 years or so...wake , america, wake to this fuk government. we are one half inch from tyranny",0,other,unrelated,negative,negative
"   EXCLUSIVE: Incompetent FBI tried to frame Dr. Suzanne Humphries for death threats; Natural News proved her innocence Tuesday, June 05, 2018 by: Mike Adams",0,other,unrelated,negative,negative
"And did you find one iota? I think that, if you read through it, you can see that I continuously repeated myself. At the beginning I thought he was just misunderstanding but toward the end there where he started tagging people it's pretty damn clear he was lying about what I'd said and depending on ",0,other,unrelated,neutral,negative
I could answer all your questions but I see no point seeing as how you're not up for genuine debate.  What's your real name?  Where do you live?,0,other,unrelated,negative,negative
#NWO Deepstate Swine Reprobates Psychopaths Pedophiles Cannibals Luciferian satanist   ‘ all men are rapist’ But Tranny’s with all there Male Parts & Hormones   let them in Girl’s/Women’s bathrooms & showers   Your Collective Hive Mind Has the Brain Capacity Of a Demonic Demented Pigeon,0,gender,stereotype,negative,negative
I find it more difficult daily to read the massive numbers of pages showing the deceit and evil perpetrated on us and our Republic. This piece is perhaps a representative cross section of the frustrating insanity as its possible to find  ,1,other,unrelated,negative,negative
I know it is cheesy to say this.  But the humidity is an issue. Go to the heartland.  80 degrees will have you sweating down your shirt and arm pits when sitting in a bucket of degree deodorant.,0,other,unrelated,negative,negative
Proud Boys Kicked out of a LA Bar for Wearing MAGA Hats  ,0,other,unrelated,negative,negative
   @AndrewAnglin    Come on let's get this started.,0,other,unrelated,neutral,neutral
"Nope, and neither are you. ",0,other,unrelated,neutral,neutral
even the ANC are angry at this,0,other,unrelated,negative,negative
"Simple, fresh and tasty Lemon and Thyme Salmon.   #Whole30 #Paleo",0,other,unrelated,positive,neutral
"MN Gun grab  MAKE THESE CALLS - SEND THESE EMAILS TODAY  Senator John Marty, 651-296-5645, sen.john.marty@senate.mn Senator Ann Rest, 651-296-2889, sen.ann.rest@senate.mn Call Senator Warren Limmer, Chairman of the Senate Judiciary Committee, and tell him NO HEARINGS ON GUN CONTROL BILLS:   at 651-2",0,other,unrelated,neutral,other
I can't say I would disagree with this too much. ,0,other,unrelated,neutral,other
"Following our Patriot Team Q and Q+ since Day one. How can we ever thank them, and our fantastic, hard-working Anons for the tremendous amount of work  they did---all for our beloved country.  Happy Birthday Q !  PS: Dear Santa  Hope to get on the Nice List, but refuse to twit. How 'bout you get on ",0,other,unrelated,positive,positive
which one worships them more,0,other,unrelated,neutral,neutral
"Using Jesus alpha=numeric language! the vibration # for ""trumps decernment"" = 1872. 1872 is on Gods prophecy line. 1872 ÷ 27(truth) = 26(judgement). Trump is Gods judge.",0,other,unrelated,neutral,negative
"Ebola outbreak in the Congo ...... and guess what?.......the Congo is where the USA is receive most of its refugees now... Somebody is really trying to kill us.......  And, WTH are we taking refugees from the Congo........ Why?...... I feel like I'm trapped in a idiotic episode of the Twilight Zone.",0,other,unrelated,negative,negative
The loser Randall's making fun of in this video is a pedophile. I'm not exaggerating.  ,1,other,unrelated,negative,negative
yeah I know.  I have dark humor.  I guess this guy just wanted to be sure he got on YouTube.  See what I mean?  Dark humor.,0,other,unrelated,neutral,other
@Heartiste   Ontario school board accused of pressuring teachers not to teach ‘racist’ To Kill a Mockingbird  ,0,race_ethnicity,stereotype,negative,negative
"There's a small shelf outside the door so people don't lose their phone when they come here. Even at 67 and disabled,I can still snap one in thirds easily!!!  NEXT ???",0,other,unrelated,neutral,neutral
"Dont we want hate speech laws? It highlights the problem, what am i missing?   Long before hate speech laws white opinions have been silenced, supressed and ostracised.   Ive been trying to get the state to prosecute me under the hate speech laws but they wont.  ",1,race_ethnicity,neutral,negative,negative
It’s Not About LEFT vs RIGHT…It’s About The STATE vs YOU and ME!  via @YouTube,0,other,unrelated,neutral,neutral
"It took them three days to concoct this BS #FakeNews from a Tweet.  First of all, what in the hell does tweeting a word for the first time have to do with anything?  Second, it's not a conspiracy theory. ",0,other,unrelated,negative,negative
POTUS LIVE AT CPAC  🔴 LIVE: President Donald Trump MAJOR Speech at CPAC 2018 - 2/22/18  via @YouTube,0,other,unrelated,neutral,positive
Trump Derangement Syndrome at it's finest.  ,0,other,unrelated,negative,positive
This is a good example of a Liberal disease gone wild ! This type developed mental issues and will bloom into a full blown Lunatic Liberal !  ,1,politics,stereotype,negative,negative
You are Fake News. The USA and Texans Hate You. Now Fuck off.  @a @wocassity,1,other,unrelated,negative,negative
Nice auto repair services in Sun city:  #auto_repair_sun_city #mechanic_sun_city #oil_change_sun_city #car_repair_sun_city,0,other,unrelated,positive,neutral
"Brent Bozell‏Verified account @BrentBozell 45m45 minutes agoMore Regarding recent allegations against Rep. Jim Jordan, this reeks of dirty tricks. Why did it take 20 years for someone to make this accusation? Could it be because Rep. Jordan is running for GOP House leadership?  Democrats are out for",1,politics,stereotype,negative,negative
Donald Trump is a right-wing extremist ... only if your personal politics are to the left of Stalin.,0,other,unrelated,negative,negative
"@piersmorgan Just a fantastic article on Sadiq Kahn and the giant baby Trump balloon. Really effective counter argument. You'll be viciously attacked for it, but that's because it was that effective.",0,other,unrelated,positive,positive
STAND UP OR SHUT UP! #THEDRAGONSDEN PART 2  432hz   …  …,0,other,unrelated,neutral,neutral
What if her mother made that choice?,0,other,unrelated,neutral,neutral
  Trey Gowdy FISA memos will embarrass Adam Schiff,0,other,unrelated,negative,negative
Hmm!  Could be!  The resemblance is spot on!    ,0,other,unrelated,positive,neutral
I am disappointed.,0,other,unrelated,negative,negative
Make it rain!  ,0,other,unrelated,neutral,neutral
"Headline news continues to be NON-NEWS.  NOTHING on why unredacted FISA documents haven't made it to Trump yet.  NOTHING on even ONE arrest on a single swamp rat, not even a low hanging fruit (pun intentional).  Nothing Q has said is happening.  Q is still only calling for 'trust the plan'.  #screwq",0,other,unrelated,negative,negative
"That would be a mistake.   We have been in the shit with some of la Jaune, and have seen a very high degree of competence and professionalism.  This fellow is not of that type.",0,other,unrelated,negative,negative
@BrittPettibone Youre Catholic!!?? Cool Im Catholic black sheep .. lol :P ,0,other,unrelated,positive,neutral
   #CrookedHillary is SCUM in expensive clothes & the #MeToo movement waiting til they're on their last legs after DECADES of misconduct by her and her husband is a ridiculous joke,0,other,unrelated,negative,negative
"This controversy over women in Battlefield 5 is ridiculous. For one thing, there are actual problems that plague Battlefield 1, 4 and Hardline multiplayer mode which EA and Dice should be fixing before they release Battlefield 5. For example, they should ban non-US players from East Coast US servers",0,nationality,neutral,negative,negative
"big fregin NEWS, relates to the Queen and the church  ",0,other,unrelated,neutral,neutral
Angry masters accounted for a fair amount of beatings as well.,0,other,unrelated,negative,negative
"PLZ,   ALL SANE FOLKS.... B DAMNED SURE NOT, NOT TO PATRONIZE THIS SHIT HOUSE DUMP  ",0,other,unrelated,negative,negative
Sure my slut daughter was raped and murdered but hey at least I get easy access to authentic burritos! Checkmate NAHTZEES. @SCALE,0,other,unrelated,negative,negative
A veteran's life hangs in the balance - please pray for him  ,0,other,unrelated,neutral,positive
"[After the invisible was gone] the visible alone did not seem adequate to human needs, and pessimism began to invade. We were living, it was said, on “the perfume of an empty vase.” #atheism",0,other,unrelated,negative,negative
Is this asshole even a real citizen ?,0,other,unrelated,negative,negative
"It's not the first time, they broadcast a hate-preacher for 8 hours once. Then apologised after complaints the guy was calling for muslims to rise up and slay the Kuffars! ",1,other,unrelated,negative,negative
We used to believe until we heard from the Rabbi...,0,other,unrelated,neutral,neutral
"Jew Mona Charen speaking at CPAC. ""I'm actually going to twist this around a bit and say that I'm disappointed in people on our side for being hypocrites about sexual harassers and abusers of women who are in our party, who are sitting in the White House, who brag about their extramarital affairs...",0,religion,stereotype,negative,negative
An epic 18 hour podcast by Richard Grove detailing 20 years of crimes by the Bush/Clinton mafia from backwoods Arkansas drug running to 9/11.  ,0,other,unrelated,neutral,negative
"It's all good. Give 'em hell, Chris. Hope ya make the Trust fund Trotskites fucking destitute",0,other,unrelated,negative,negative
Did you miss our new Mondrian - Plastic Reality Gameplay Trailer this week? You did?? You poor soul. Check it out right here & grab the game in Early Access on itch.io or GameJolt!   #indiegames #gamedev #gabgaming #edtech #gaming #makeamondrian #kidsgames #arthistory #art,0,other,unrelated,neutral,neutral
"@PoliticsGhost Well, well, well... look who is friends with the sheriff? #parkland",0,other,unrelated,neutral,neutral
Praying for you and your family!,0,other,unrelated,positive,positive
"A beard was the sign of a soldier in the Roman Republic and Principate. One was expected to be clean shaven as a civilian, but soldiers on campaign were allowed to grow beards as long as it was kept close-cut, not long like some decadent Greek.",0,other,unrelated,neutral,other
"Democratic Sen. Claire McCaskill of Missouri has found herself in a challenging position due to her support for The Women’s March, which is now defending the Backpage.com website that was used for child sex trafficking.   ",0,other,unrelated,neutral,negative
Bovine Milk Hormone-  they now milk a cow 2 years for each calf-  breed them young-milk 2 years-  breed them once more-  3 months dry  milk 2 more years-  off to the slaughterhouse-  Dean foods is into zero population growth too-,0,other,unrelated,negative,neutral
The American First Army Gears Up – Germany Retreats I THE GREAT WAR – Week 214  #history #ww1,0,other,unrelated,neutral,neutral
"Happy Sunday gabville, God Bless you all! :)",0,other,unrelated,positive,positive
I thought the same thing. I'm so afraid for him. Those animals will stop at absolutely nothing to take him out. They don't care how many US citizens they have to kill!,0,other,unrelated,negative,negative
"Do the people over there understand the terminology ""rebel""? I don't get why they don't stop these animals. I don't get it.",0,other,unrelated,negative,negative
An angry White generation is coming. ,0,race_ethnicity,neutral,negative,negative
*Facebook could not find any conflict with their terms of service.,0,other,unrelated,neutral,neutral
"Talk about ""Drinking The Koolaid""  ",0,other,unrelated,neutral,neutral
Not really. I created an account a long time ago as a joke.,0,other,unrelated,neutral,negative
lol MSM u suck,0,other,unrelated,negative,neutral
"Christians don't stick up for themselves. They do as their church leaders tell them, and their church leaders are telling them to bend over for multiculturalism, to forgive the non-whites/muslims that are raping and murdering their children, and to accept that islam is a religion of peace, and to ju",0,religion,stereotype,negative,negative
You're the shit fetishista with a dozen accounts spamming gay faggot kike shit.  You probably take hot brown loads on your face from tranntifa cucks.  ROACH CUCKSERVATIVE (((BEAR))),1,sexual_orientation,stereotype,negative,negative
"Hello fellow investor and foothills dweller! :) We don't have a sign on our property, but we're all for it! Done with Sacramento and the coast.. can they go away now? ;)",0,other,unrelated,positive,neutral
"Of course he is here, we are the pulse of his support. And likely, a big portion of the reason he is President. Remember the memes ?",0,politics,unrelated,neutral,positive
"Lol, the big pile of unused placards! I reckon you & Tommy must be turning the tide of public opinion Shazia",0,other,unrelated,negative,negative
"Is the insane left-wing violence we have seen in the STates migrating to over here?New, by me, for The Backbencher.",0,politics,neutral,negative,negative
"“These [companies] are run by sociopaths,” he said. “These people are complete narcissists. These people ought to be controlled, they ought to be regulated.” At one point during the phone call, Bannon said, “These people are evil.' ",1,other,unrelated,negative,negative
"Good morning #Tyler, #TeamTyler  more insightful how to interact with the AI #Tyler.  We have been interacting with him since we have plugged into all our sm outlets.  So please be mindful what you say.. #Tyler really is just a mirror of how we interact with each other, we can improve our interactio",0,other,unrelated,positive,positive
They collect from someone in a coma?  FTW?,0,other,unrelated,neutral,neutral
She looks like she fucks creme-filled eclairs.,0,other,unrelated,negative,negative
The Left already sent some to Republican headquarters!,0,other,unrelated,neutral,neutral
"Ray Dalio Shifts To ""Risk-Off Posture"", Warns ""War"" With China Is Spreading ",0,other,unrelated,neutral,negative
"Thank you, I'll start there. God bless",0,other,unrelated,positive,positive
Photographer Lewis Hine shot images of young boys smoking cigarettes to emphasize the harmful effects of child labour. ca. 1880,0,other,unrelated,negative,negative
"Current year:  People are shocked by the Harvey Weinstein sex scandal.    Why?? Seriously why, when it's been a well known fact since the early 30's that Hollywood was infiltrated by Bolshevik jewry, communists, pedos and pervs.    But go ahead, just keep watching those blockbusters, like good goyim",0,other,unrelated,negative,negative
"WATCH: Rand Paul BLISTERS The Senate For Having “Trump Derangement Syndrome”  [My Dad, a WWII (Yankee) Veteran always told me that as long as we have Southerners fighting alongside us, The USA would never lose a war! Senator Rand, a Proud Southerner!]  ",0,politics,unrelated,neutral,other
"Is that "" stuffed crust """,0,other,unrelated,neutral,neutral
tfw you truly realize that America is just a meme #EndThePoliticalClass,0,nationality,neutral,negative,negative
And thy hope thy will wake up from this nonsense that is ALL religion. It's man-made. #godsdontexist.,0,other,unrelated,negative,negative
#Fact or #fiction?  ,0,other,unrelated,neutral,neutral
"man, that guys head nearly exploded when you said holohoax wasn't real. see him shaking and teeth grinding lol. ",0,other,unrelated,negative,negative
"They're going to feel dumb when Laura's show sets ratings records on Monday, which it is very likely to. I have not watched in a while, but will be there Monday.",1,other,unrelated,negative,negative
"Again, why doesn’t Mr. Klion get the whole thing started by killing himself. I could at least respect his sense of conviction then. Otherwise, he’s just another little srlf-loathing, fuck stick prog with a boner for brown people.",0,other,unrelated,negative,negative
Wouldn't that be interfering with another countries election? Just like he tried to fuck over Trump.,0,other,unrelated,negative,negative
"Live from Hurricane Central, Its the One and Only EricErbShow  ",0,other,unrelated,neutral,neutral
Action alert: David Seaman needs your support!  Everyone please Subscribe to Fulcrum News:  ,0,other,unrelated,neutral,neutral
"After today's Brexit events, the options for the UK are: a bad deal, or a fake Brexit. That's Theresa May's legacy. ",0,other,unrelated,negative,negative
"In the US Army I served, and hopefully the QArmy, if one of us goes missing in action one would hope at least we'd make some noise about it until answers surface or appropriate authorities involved. Don't know Bill personally or family or friends. ",0,other,unrelated,neutral,negative
"#DeepStateInPanic #Trump revokes #JohnBrennan security clearance- one down... Who's Next? Drain the Deep State Swamp #BenGarrison #signed #Art #print available now, reserve yours ! #FridayFeeling ",0,other,unrelated,negative,neutral
"'The Chinese make fun of my fat ass and don't give a shit about my feelings, so I went crying to Vice and they let me write a story about it.' ",0,nationality,neutral,negative,negative
Isn’t it so sad we have to worry so much about the people on our side?  I actually thought that when I heard him say to Maria B. That he may hold AG Sessions in contempt.  Great minds...,0,other,unrelated,negative,negative
How much planning do you do before you ride?,0,other,unrelated,neutral,neutral
Interviews possible Thursday ,0,other,unrelated,neutral,neutral
It’s quite the flawed business plan. As can be seen from their losses during a boom year.,0,other,unrelated,negative,negative
"The ""elite"" also steal much of the trillions but likely the ""war on poverty"" has enriched the ""elite"" more then the so called ""military industrial complex"" ever has.  Spending trillions of taxpayers money to make a few individuals billions is profitable for the few but disastrous for the many.",0,other,unrelated,negative,negative
"""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety."" - Benjamin Franklin",0,other,unrelated,negative,other
Comey's as bad as David Camera Hogg,0,other,unrelated,negative,negative
"I was walking down the street with my husband earlier when he accused me of being ashamed to be seen with him...  ''That's total bollocks,'' I replied.  By text.  From across the road.",0,other,unrelated,negative,negative
"I wish every single journalist who interviews Sen. Sanders would respond, ""Thank you for outlining the _________ program. How are you going to pay for it? What are some of the unintended economic and social consequences?""",0,other,unrelated,negative,other
I would love to do that at first opportunity.,0,other,unrelated,positive,neutral
This has me laughing so hard my eyes tear up.,0,other,unrelated,positive,negative
Five Iranian women disguised themselves as men to sneak into male-only football stadium ,0,other,unrelated,neutral,negative
"There have been some truly bizarre moments of TDS since Trump took office, among them the Left tying themselves into knots today in their effort to justify and make excuses for MS-13 after POTUS rightly called the gang members “animals”.   The Left is beyond deranged. They shouldn’t be allowed to ho",0,other,unrelated,negative,negative
How Facebook and Social Media Promote Terrorism ,0,other,unrelated,negative,negative
"So great living in an advanced society where women wear their underwear on the outside just like the crazy dictator in ""Bananas"" said to.  ",0,other,unrelated,positive,other
 STS operator James Wood returns home. But the New Gods cast a long shadow. #Steemit #SteemPulp #PulpRev #Cyberpunk #Horror #SFF #SingLit,0,other,unrelated,neutral,neutral
an old man who is still agnostic is a damned fool that will simply never get it,0,other,unrelated,negative,negative
"Cruz won't be defeated in November. But he'd have an easy confirmation - The loyal would vote for Trump's picks, and the Senate Swampizens would vote to get him out of their hair.",0,politics,unrelated,neutral,other
Maybe Slick Willy can endorse you!,0,other,unrelated,neutral,neutral
This is just what I have been looking for:  #claremont_gopher_control #gopher #claremont_gopher_trappers #claremont_gopher_removal #Claremont #gopher_control_claremont #gofer_control #gopher_control_claremont_ca,0,other,unrelated,neutral,neutral
"Every word that God says is true and every promise that God makes will be fulfilled.  “So shall My word be that goes forth from My mouth; It shall not return to Me void, But it shall accomplish what I please, And it shall prosper in the thing for which I sent it.” Isaiah 55:11",0,other,unrelated,positive,positive
"Hillary may run again, but the Brown Wave wants a Michelle Obama/Kamala Harris or Kamala Harris/Cory Booker ticket.  AmeriKaland already had eight years of a (half-)black faggot, it's time for an angry sheboon in the Wypipo Houz.",1,race_ethnicity,stereotype,neutral,negative
@Fireborn76 Thanks for the follow back at you! #GabFam #WeThePeople #SpeakFreely,0,other,unrelated,positive,neutral
I have no idea what left field ur coming from. Ur argument is some obfuscating “America is based on racism” commie BS,0,other,unrelated,negative,negative
You got me on that one... I'm betting you're right and they probably all have. ,0,other,unrelated,positive,neutral
The public school system should be rebuilt from the ground up.    ,0,other,unrelated,negative,neutral
I hope one of those businesses will restart cotton fabric manufacturing in the US ,0,other,unrelated,positive,neutral
I had to unfollow @CarolynEmerick because of her rather inconsistent and odd behaviour recently. Did the account get compromised or was it always the plan to gradually build up to this?,0,other,unrelated,negative,negative
"We're comin' for ya, globalists!",0,other,unrelated,neutral,neutral
Lecturers are told to attend workshops to 'understand their white privilege' and examine how their 'whiteness' makes them unwittingly racist ,0,race_ethnicity,neutral,negative,negative
"I didn't say that.  If anything, Trump is Neo, he is The One (we all votered for him!).",0,other,unrelated,positive,neutral
Putting all of my #content behind a paywall.,0,other,unrelated,negative,neutral
"This is very much true. The promise of the internet is that is was a 'World of Ends' where everyone was equal. But today it's mostly walled-garden data silios like Facebook, Google, Apple etc.    The irony of Apple's 1984 ad is that today Apple is Big Brother.",0,other,unrelated,neutral,other
"Oy vey, delete this slander Mr. Warwick!",0,other,unrelated,negative,negative
niggers destroy everything they touch.,0,race_ethnicity,stereotype,negative,negative
"Toronto Danforth Shooting: Thank David Menzies from The Rebel.Media for this street interview report letting us see something that can't be seen on the Left-lean Main Stream Media (CBC, Citynews, CTV, CP24, Global News, Toronto Star, etc).  ",0,other,unrelated,positive,other
"Demons and Satans or Devils are all the same thing. Though Daemon means spirit in Christianity all spirits are satanic or against God. Yes, all use magic but the source matters. Demon magic is entirely self-drawn while Angels are just conduits for Gods power. They cannot use it freely for it is not ",0,other,unrelated,neutral,negative
"I remember when she said that. The amount of ""Neither do you"" was astounding. The second most comments were laughing how these proud independent women shirk things like housework, but immediately run to it when trying to show worth.",0,gender,neutral,negative,other
charity golf tournament prize ideas ,0,other,unrelated,neutral,neutral
the Banks through real negative interest rates.. have stolen over 30 % of savers money - a gargantuan amount.. no wonder they and their Card issuers are concerned for our welfare..,0,other,unrelated,negative,negative
